name,index_in_978,importance,is_known_marker,rank
IGFBP2,471,0.0004895683960057795,False,640
MYL6,528,0.000484757823869586,False,641
RPL10,101,0.00048305184463970363,False,642
RNASE2,628,0.0004771217063535005,False,643
RPL30,298,0.0004770843661390245,False,644
ANKRD1,574,0.00046528494567610323,False,645
IL1B,445,0.0004648756585083902,False,646
NCL,453,0.0004592234326992184,False,647
HLA-DRB5,915,0.00045878480887040496,False,648
ACTG1,64,0.0004583398113027215,False,649
CALR,119,0.0004571921017486602,False,650
MT2A,127,0.0004562905814964324,False,651
HLA-A,218,0.00045356189366430044,False,652
SLC2A1,592,0.00044804633944295347,False,653
PDIA4,519,0.0004473872540984303,False,654
MMP1,56,0.00044706722837872803,False,655
PFDN2,858,0.00044098179205320776,False,656
STARD3,773,0.00044060914660803974,False,657
ARF1,926,0.0004395410942379385,False,658
MTND1P23,149,0.0004376435826998204,False,659
Z82188.1,875,0.00043470165110193193,False,660
TMEM123,849,0.00043257250217720866,False,661
IGHG4,537,0.00042878667591139674,False,662
SRSF1,945,0.0004257773980498314,False,663
DDX5,740,0.00042378672515042126,False,664
ATP1A1,400,0.00042344367830082774,False,665
CD99,784,0.00042227597441524267,False,666
PRDX5,498,0.00042151956586167216,False,667
TPI1,386,0.00041496052290312946,False,668
EPCAM,340,0.00041262456215918064,False,669
BASP1,757,0.00041061919182538986,False,670
ATP5E,71,0.00040892610559239984,False,671
CCT7,781,0.00040814801468513906,False,672
BEX1,497,0.0004056061152368784,False,673
ALB,203,0.0004046487738378346,False,674
RN7SL1,51,0.0004023561195936054,False,675
GCG,283,0.0004011541313957423,False,676
IFITM2,558,0.00039573959656991065,False,677
CAPG,705,0.0003945488133467734,False,678
NPM1P27,194,0.0003942077455576509,False,679
RPS29,349,0.00039298503543250263,False,680
IGLL5,85,0.00039205013308674097,False,681
DAD1,717,0.0003874269896186888,False,682
EZR,346,0.0003866399056278169,False,683
AHNAK,788,0.0003852826193906367,False,684
ADIRF,577,0.0003843125596176833,False,685
HNRNPA2B1,329,0.0003737600054591894,False,686
RPL35,136,0.0003683413960970938,False,687
EIF4G2,644,0.0003668957797344774,False,688
CRABP2,193,0.00036499250563792884,False,689
RPL18AP3,74,0.0003618245245888829,False,690
HSD17B10,941,0.000360580364940688,False,691
RPS17,462,0.00035993120400235057,False,692
CXCL1,186,0.00035787036176770926,False,693
JUN,877,0.00035575852962210774,False,694
PGAM1,769,0.00035558853414840996,False,695
DUSP1,652,0.0003551515401341021,False,696
COL6A1,449,0.00035443753586150706,False,697
AKR1C2,481,0.0003484688058961183,False,698
PDIA3,414,0.0003450089425314218,False,699
UCA1,802,0.00034480338217690587,False,700
HIST1H2BK,512,0.0003436223778408021,False,701
FSCN1,670,0.0003407516342122108,False,702
IGLV2-11,630,0.00033408586750738323,False,703
DCTN2,645,0.00033318024361506104,False,704
HSP90AA1,131,0.00033028950565494597,False,705
SERPINE2,130,0.00032645888859406114,False,706
AKR1C3,447,0.0003250108566135168,False,707
LY6E,448,0.00032413596636615694,False,708
RPN2,487,0.0003174886223860085,False,709
PRDX2,541,0.00031552763539366424,False,710
CD151,651,0.0003151967248413712,False,711
CCT2,344,0.0003146667149849236,False,712
HMGN2P5,562,0.00031303419382311404,False,713
COL1A2,70,0.00031281239353120327,False,714
ITGB1P1,196,0.0003119069733656943,False,715
TUBB6,734,0.00031077442690730095,False,716
IGKV3D-20,150,0.00030993932159617543,False,717
CD74,125,0.0003098954039160162,False,718
RP3-417G15.1,889,0.0003096654254477471,False,719
LAMC1,920,0.0003085948119405657,False,720
YBX1,170,0.00030659756157547235,False,721
TPM2,723,0.0003046017955057323,False,722
EEF1A2,392,0.0003001549339387566,False,723
ELANE,294,0.0002948855690192431,False,724
POLR2L,177,0.00029346931842155755,False,725
TNFRSF17,647,0.0002847626165021211,False,726
IGHM,45,0.00028473351267166436,False,727
KLK5,556,0.0002839992812369019,False,728
HSPA8,212,0.00028345800819806755,False,729
ALPPL2,767,0.00028268076130189,False,730
FGFR2,721,0.00027600719477050006,True,731
PERP,679,0.00027489435160532594,False,732
EIF5A,409,0.00027293505263514817,False,733
TRBV6-5,834,0.0002704467624425888,False,734
RPL14,229,0.00026819470804184675,False,735
CTB-63M22.1,798,0.00026480163796804845,False,736
RGS5,884,0.00026378530310466886,False,737
EEF1B2,187,0.00025920572807081044,False,738
THBS1,244,0.0002577244013082236,False,739
FGB,624,0.0002569531206972897,False,740
RAN,619,0.0002542185829952359,False,741
HBG2,138,0.00025364075554534793,False,742
SDC4,684,0.00025331793585792184,False,743
SEC11C,446,0.0002506294986233115,False,744
AP2M1,660,0.0002503463765606284,False,745
IGLC6,597,0.0002477533998899162,False,746
CYR61,275,0.00024632312124595046,False,747
MPO,43,0.0002447170845698565,False,748
IGJ,47,0.00024375120119657367,False,749
HBA1,413,0.00023857722408138216,False,750
TUBB2A,775,0.00023824865638744086,False,751
ASS1,581,0.0002355568576604128,False,752
GNB2L1,399,0.00022963802621234208,False,753
GPNMB,731,0.0002248603559564799,False,754
TUBB2B,454,0.00022224900021683425,False,755
LGALS4,517,0.0002187314094044268,False,756
IGLC2,20,0.0002166276244679466,False,757
TCL1B,831,0.00021506796474568546,False,758
SSR2,702,0.00021375244250521064,False,759
LAMB3,605,0.00021303641551639885,False,760
MCM7,618,0.00020842708181589842,False,761
KRT4,353,0.00020733442215714604,False,762
PLK2,648,0.0002044063585344702,False,763
SLC9A3R1,496,0.00020356329332571477,False,764
CYC1,792,0.0002024536079261452,False,765
IGHA2,970,0.00020091257465537637,False,766
CALD1,891,0.00020044944540131837,False,767
RPS4Y1,503,0.0001987361174542457,False,768
PRSS57,715,0.00019837393483612686,False,769
IGKV1D-33,741,0.0001979644875973463,False,770
LGALS3,337,0.00019711197819560766,False,771
RPL39P3,95,0.00019352967501617968,False,772
CORO1A,551,0.00018989844829775393,False,773
PPA1,939,0.00018595503934193403,False,774
LDHA,201,0.00018582280608825386,False,775
S100A11,112,0.0001799540186766535,False,776
DEFA1,531,0.00017979466065298766,False,777
ST14,829,0.00017938943346962333,False,778
AKR1C1,595,0.00017933630442712456,False,779
RPL3,123,0.0001781239698175341,False,780
EEF2,86,0.00017709736130200326,False,781
HLA-C,156,0.00017570021736901253,False,782
EIF4B,751,0.00017545928130857646,False,783
TRAC,726,0.00017431873129680753,False,784
HDGF,803,0.00017215654952451587,False,785
RPS3A,160,0.00017028095317073166,False,786
VPREB1,649,0.0001700602879282087,False,787
IGHG2,623,0.00016748849884606898,False,788
PCNA,463,0.0001667470787651837,False,789
IGLC3,10,0.00016630665049888194,False,790
RPS2P5,205,0.0001650599151616916,False,791
GPX3,696,0.00016480714839417487,False,792
IGHE,766,0.00016316203982569277,False,793
IGKV1-5,116,0.00016306343604810536,False,794
HLA-DRB1,412,0.0001612682535778731,False,795
NHP2,631,0.00015901106235105544,False,796
MFGE8,758,0.00015558568702545017,False,797
CALCA,58,0.0001555412745801732,False,798
PPT1,479,0.00015474834071937948,False,799
PPP1R1B,539,0.00015179910406004637,False,800
PTMS,492,0.00015076981799211353,False,801
KLK6,417,0.0001506802364019677,False,802
FABP5P7,305,0.00014868017751723528,False,803
CTD-2031P19.4,224,0.00014836092304904014,False,804
CTD-2192J16.15,895,0.000145831611007452,False,805
CST6,930,0.00014383152301888913,False,806
ITGB4,728,0.00014283401833381504,False,807
NUCKS1,511,0.00014062962145544589,False,808
SAT1,486,0.00013869936810806394,False,809
KLK3,383,0.00013845415378455073,False,810
CTSD,174,0.00013781995221506804,False,811
EIF4EBP1,843,0.00013752201630268246,False,812
HIST1H1C,626,0.00013130133447702974,False,813
HNRNPA1L3,385,0.00013065199891570956,False,814
H1F0,355,0.00013033700815867633,False,815
IGHG1,55,0.00012868840713053942,False,816
ATP6V1F,848,0.00012696994235739112,False,817
SPARC,83,0.0001268321502720937,False,818
MYBL2,883,0.00012676131154876202,False,819
CPS1,878,0.00012667887494899333,False,820
SDC1,211,0.0001264876773348078,False,821
MGP,274,0.00012619509652722627,False,822
IGKJ4,5,0.00012563212658278644,False,823
SCD,319,0.00012491960660554469,False,824
JTB,874,0.00012472691014409065,False,825
HBA2,415,0.00012292440806049854,False,826
IGLV2-14,94,0.00012273271568119526,False,827
MMP14,424,0.00011966542660957202,False,828
MFSD12,755,0.00011953955981880426,False,829
CCT6A,527,0.00011788892152253538,False,830
CEACAM6,288,0.00011658424773486331,False,831
KRT7,139,0.00011596648982958868,False,832
UBC,208,0.00011452179751358926,False,833
SERPINA1,452,0.00011242026812396944,False,834
CANX,523,0.00010672103962861001,False,835
ITM2C,575,0.00010649112664395943,False,836
RPL3P4,163,0.0001060808208421804,False,837
PKM,105,0.0001048724734573625,False,838
CD3D,677,0.00010460060002515092,False,839
EIF4A2,712,0.00010219745308859274,False,840
FAU,625,0.00010119122453033924,False,841
BGN,779,9.39726087381132e-05,False,842
SOD1,896,9.326660801889375e-05,False,843
IGLC1,16,9.247069829143584e-05,False,844
IGHJ4,204,9.157868043985218e-05,False,845
IGLV1-40,17,9.13304538698867e-05,False,846
HLA-DPA1,812,8.859224908519536e-05,False,847
GRN,870,8.831229934003204e-05,False,848
TYRP1,407,8.699198224348947e-05,False,849
NDUFS5,183,8.604077447671443e-05,False,850
TF,840,8.5600302554667e-05,False,851
UQCRH,709,8.410340524278581e-05,False,852
IGKJ5,33,8.256686851382256e-05,False,853
IGHD,22,8.16681858850643e-05,False,854
CTD-2328D6.1,18,8.095922385109589e-05,False,855
DDX1,19,7.819767051842064e-05,False,856
ALDOA,391,7.776194252073765e-05,False,857
CKB,533,7.726681360509247e-05,False,858
RPS3,259,7.599799573654309e-05,False,859
UBE2S,879,7.588002335978672e-05,False,860
IGKV3-20,207,7.564273255411536e-05,False,861
RPL32,239,7.350477972067893e-05,False,862
RPL14P1,442,7.215051300590858e-05,False,863
EIF4H,827,6.949368253117427e-05,False,864
IGKV3-15,54,6.81683886796236e-05,False,865
IGFBP4,333,6.786408630432561e-05,False,866
RPL31,612,6.692589522572234e-05,False,867
HLA-DRA,117,6.668161950074136e-05,False,868
IGLV2-23,24,6.558356835739687e-05,False,869
IGHV3-30,837,6.476604175986722e-05,False,870
MYL9,377,6.425524043152109e-05,False,871
IGHA1,57,6.368270987877622e-05,False,872
PIM1,855,6.322145782178268e-05,False,873
AQP3,866,6.188488623593003e-05,False,874
PDLIM1,796,6.162398494780064e-05,False,875
HSPE1,596,6.015533654135652e-05,False,876
KRT17,80,5.978831904940307e-05,False,877
F3,292,5.874115231563337e-05,False,878
ASPH,688,5.850382149219513e-05,False,879
DDIT4,368,5.7714070862857625e-05,False,880
PABPC1,249,5.7348734117113054e-05,False,881
RPS7,168,5.712830898119137e-05,False,882
RNVU1-18,366,5.662275361828506e-05,False,883
SLC39A7,897,5.658493682858534e-05,False,884
DKK4,104,5.5269898439291865e-05,False,885
TIMP1,369,5.158992644282989e-05,False,886
RPL38,373,5.1444330892991275e-05,False,887
RPS9,632,5.100149428471923e-05,False,888
TGFBI,108,5.025764039601199e-05,False,889
PLOD3,841,5.002343459636904e-05,False,890
H3F3B,544,4.891262869932689e-05,False,891
HMGCS1,768,4.83074109070003e-05,False,892
CDC6,490,4.7927936975611374e-05,False,893
S100A4,151,4.6149616537149996e-05,False,894
KPNA2,743,4.0782164433039725e-05,False,895
CD63,297,4.0090180846164e-05,False,896
DEFA1B,549,4.005560913356021e-05,False,897
AKR1B1,217,3.8588761526625603e-05,False,898
IGHV2-5,40,3.7488793168449774e-05,False,899
CAPS,787,0.0,False,900
CEACAM5,302,0.0,False,901
ORMDL3,880,0.0,False,902
