name,index_in_978,importance,is_known_marker,rank
RPL15P3,431,0.0009721525711938739,False,191
FTH1P2,937,0.000970833410974592,False,192
IGHJ5,111,0.0009692482999525964,False,193
APOA2,210,0.0009680141811259091,False,194
BZW1P2,933,0.0009677494526840746,False,195
ARHGDIB,272,0.0009658305789344013,False,196
LRMP,836,0.0009655682952143252,False,197
YWHAZ,754,0.0009643508237786591,False,198
HMGB1P5,770,0.0009628445841372013,False,199
GSTP1,133,0.0009621363715268672,True,200
CES1,323,0.0009599256445653737,False,201
PSMD2,744,0.0009595397277735174,False,202
IGLL1,347,0.0009592557908035815,False,203
RPL22,637,0.0009592466522008181,False,204
PSME2,861,0.0009585441439412534,False,205
C19orf10,898,0.0009584747604094446,False,206
CD24P4,198,0.0009560619946569204,False,207
RN7SK,273,0.0009555745054967701,False,208
DBI,887,0.0009536754805594683,False,209
OS9,402,0.0009534602286294103,False,210
H2AFZ,190,0.0009519088198430836,False,211
IMPDH2,653,0.0009506621863692999,False,212
RPS11,44,0.0009498625877313316,False,213
MYOF,950,0.0009467827039770782,False,214
EEF1A1P5,11,0.0009448188357055187,False,215
HSP90AB1,97,0.0009446057956665754,False,216
XBP1,330,0.0009437339613214135,False,217
IGFBP7,315,0.0009431841899640858,False,218
HNRNPAB,931,0.0009416115353815258,False,219
RAB1A,810,0.0009415083914063871,False,220
TIMM13,973,0.0009409616468474269,False,221
ENO1,59,0.0009386405581608415,False,222
PTX3,335,0.0009375540539622307,False,223
LGALS1,42,0.0009374367073178291,False,224
LCN2,114,0.0009372446220368147,False,225
PFDN5,627,0.0009363539866171777,False,226
PRTN3,155,0.0009359891409985721,False,227
CHGB,650,0.000934457581024617,False,228
IGKV1-39,103,0.00093385687796399,False,229
IGHV1-2,686,0.0009337553638033569,False,230
S100A8,515,0.0009286195272579789,False,231
TMSB4X,35,0.0009283386752940714,False,232
AC022431.1,921,0.0009276266791857779,False,233
LOXL4,907,0.0009265499538742006,False,234
JUP,455,0.0009252032614313066,False,235
GJA1,620,0.0009240111685357988,False,236
ARPC1B,791,0.0009236405021511018,False,237
LAPTM4B,868,0.0009227732080034912,False,238
G6PD,416,0.0009226368856616318,False,239
PSCA,579,0.0009207674884237349,False,240
ATP5I,908,0.0009207465336658061,False,241
COL6A3,703,0.0009206570102833211,False,242
IGKV2-29,863,0.0009169222903437912,False,243
RPS4X,188,0.000916774442885071,False,244
SLC7A5,301,0.000916691031306982,False,245
NPM1,215,0.0009157296153716743,False,246
RPS6,120,0.0009147447417490184,False,247
RPL9,548,0.0009146834490820765,False,248
GAGE12I,785,0.0009128388483077288,False,249
LY6D,905,0.0009125329088419676,False,250
TMBIM6,761,0.0009116019937209785,False,251
